ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,GXCAN15,DCDC48V,LPTC,BMS,Tester,APM,HPC_ETH,LPDP,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal.
253h,L_DCDC_ModTemps,0,cyclicX,0,3,0,L_DCDC_PCB_TempC_nearModule5,DCDC near module board temperature ,8,0,,m,u,,s,r,,,,,,-40..215,°C,,,
253h,L_DCDC_ModTemps,0,cyclicX,0,4,0,L_DCDC_PCB_TempC_nearModule4,DCDC near module board temperature ,8,0,,m,u,,s,r,,,,,,-40..215,°C,,,
253h,L_DCDC_ModTemps,0,cyclicX,0,5,0,L_DCDC_PCB_TempC_nearModule3,DCDC near module board temperature ,8,0,,m,u,,s,r,,,,,,-40..215,°C,,,
253h,L_DCDC_ModTemps,0,cyclicX,0,6,0,L_DCDC_PCB_TempC,DCDC Board Temp,8,0,,m,u,,s,r,,,,,,-40..215,°C,,,
253h,L_DCDC_ModTemps,0,cyclicX,0,7,0,L_DCDC_PCB_TempC_nearModule2,DCDC near module board temperature ,8,0,,m,u,,s,r,,,,,,-40..215,°C,,,
253h,L_DCDC_ModTemps,0,cyclicX,0,8,0,L_DCDC_PCB_TempC_nearModule1,DCDC near module board temperature ,8,0,,m,u,,s,r,,,,,,-40..215,°C,,,
255h,L_DCDC_ModFaults,0,cyclicX,0,1,0,L_DCDC_Mod4_Faults,Copy of Status_Word (0x79) of Vicor module 4,16,0,,m,u,,s,r,,,,,,0..0,,,,
255h,L_DCDC_ModFaults,0,cyclicX,0,3,0,L_DCDC_Mod3_Faults,Copy of Status_Word (0x79) of Vicor module 3,16,0,,m,u,,s,r,,,,,,0..0,,,,
255h,L_DCDC_ModFaults,0,cyclicX,0,5,0,L_DCDC_Mod2_Faults,Copy of Status_Word (0x79) of Vicor module 2,16,0,,m,u,,s,r,,,,,,0..0,,,,
255h,L_DCDC_ModFaults,0,cyclicX,0,7,0,L_DCDC_Mod1_Faults,Copy of Status_Word (0x79) of Vicor module 1,16,0,,m,u,,s,r,,,,,,0..0,,,,
260h,L_DCDC_ENCmd,0,cyclicX,0,1,3,L_DCDC_HV_Bus_ENA_Cmd,Enable DCDC HV Bus precharge and main if 1 or sleep if 0,1,0,,m,u,,r,s,,,,,,0..0,,,,
260h,L_DCDC_ENCmd,0,cyclicX,0,1,4,L_DCDC_LV_Bus_ENA_Cmd,Enable DCDC LV Main Contactor if 1 or sleep if 0,1,0,,m,u,,r,s,,,,,,0..0,,,,
260h,L_DCDC_ENCmd,0,cyclicX,0,1,5,L_DCDC_Mod3_EN,Enable DCDC Vicor Module 3,1,0,,m,u,,r,s,,,,,,0..0,,,,
260h,L_DCDC_ENCmd,0,cyclicX,0,1,6,L_DCDC_Mod2_EN,Enable DCDC Vicor Module 2,1,0,,m,u,,r,s,,,,,,0..0,,,,
260h,L_DCDC_ENCmd,0,cyclicX,0,1,7,L_DCDC_Mod1_EN,Enable DCDC Vicor Module 1,1,0,,m,u,,r,s,,,,,,0..0,,,,
261h,L_DCDC_Cntctr_SOH,0,cyclicX,0,1,0,L_DCDC_HV_MainCnt_SOH,DCDC HV main contactor percentage state-of-health,8,0,,m,u,,s,r,,,,,,0..100,%,,,
261h,L_DCDC_Cntctr_SOH,0,cyclicX,0,2,0,L_DCDC_LV_MainCnt_SOH,DCDC HV main contactor percentage state-of-health,8,0,,m,u,,s,r,,,,,,0..100,%,,,
2A0h,APM_03,0,cyclicX,0,2,4,APM_Battfeedvolt,Battery feed voltage,12,0E-7,,m,u,,,r,,,s,,,0..4095,0.0097703  V,4095: SNA,,
2A0h,APM_03,0,cyclicX,0,4,0,APM_VdcLvSetPFdbk,setpoint of low voltage,8,0.0000,,i,u,,,r,,,s,,,0..255,0.0625  V,255: SNA,,
2A0h,APM_03,0,cyclicX,0,7,0,APM_DeratingPower,Available power during derating mode,6,0,,i,u,,,r,,,s,,,0..63,50  W,63: SNA,,
2A0h,APM_03,0,cyclicX,0,8,0,APM_DeratingModeStatus,APM Derating status during operation,3,0,,i,u,,,r,,,s,,,0..7,,"0: No_derating, 1: Derating_Initialized, 2: Derating_Initialization_Failure, 3: Derating_Mode, 7: SNA",,
2A0h,APM_03,0,cyclicX,0,8,0,APM_DeratingModeStatus,APM Derating status during operation,3,0,,i,u,,,r,,,s,,,0..7,,"0: No_derating, 1: Derating_Initialized, 2: Derating_Initialization_Failure, 3: Derating_Mode, 7: SNA",,
2A0h,APM_03,0,cyclicX,0,8,0,APM_DeratingModeStatus,APM Derating status during operation,3,0,,i,u,,,r,,,s,,,0..7,,"0: No_derating, 1: Derating_Initialized, 2: Derating_Initialization_Failure, 3: Derating_Mode, 7: SNA",,
2A0h,APM_03,0,cyclicX,0,8,0,APM_DeratingModeStatus,APM Derating status during operation,3,0,,i,u,,,r,,,s,,,0..7,,"0: No_derating, 1: Derating_Initialized, 2: Derating_Initialization_Failure, 3: Derating_Mode, 7: SNA",,
2A0h,APM_03,0,cyclicX,0,8,0,APM_DeratingModeStatus,APM Derating status during operation,3,0,,i,u,,,r,,,s,,,0..7,,"0: No_derating, 1: Derating_Initialized, 2: Derating_Initialization_Failure, 3: Derating_Mode, 7: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A0h,APM_03,0,cyclicX,0,8,3,APM_DeratingReason,APM Derating,5,0,,i,u,,,r,,,s,,,0..31,,"0: No_Derating, 1: high_temp_De_rating, 2: low_temp_De_rating, 3: OverVolt_HV_De_rating, 4: lowVolt_HV_De_rating, 5: highVolt_LV_De_rating, 6: lowVolt_LV_De_rating, 7: highCurrent_LV_Current_limit, 8: internal_HD_fail_De_rating, 9: high_current_HV_De_rating, 31: SNA",,
2A2h,APM_05,0,cyclicX,0,1,2,APM_WUStatus_Reason,APM Wake reason,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: Wake_up_1, 2: Wake_up_2, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,1,2,APM_WUStatus_Reason,APM Wake reason,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: Wake_up_1, 2: Wake_up_2, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,1,2,APM_WUStatus_Reason,APM Wake reason,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: Wake_up_1, 2: Wake_up_2, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,1,2,APM_WUStatus_Reason,APM Wake reason,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: Wake_up_1, 2: Wake_up_2, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,1,6,APM_OutputPower,APM output power,10,0,,m,u,,,r,,,s,,,0..3066,3  W,1023: SNA,,
2A2h,APM_05,0,cyclicX,0,3,2,APM_WUStatus,APM Wake up status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: APM_awake, 2: APM_wake_up_failure, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,3,2,APM_WUStatus,APM Wake up status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: APM_awake, 2: APM_wake_up_failure, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,3,2,APM_WUStatus,APM Wake up status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: APM_awake, 2: APM_wake_up_failure, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,3,2,APM_WUStatus,APM Wake up status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Wake_up, 1: APM_awake, 2: APM_wake_up_failure, 3: SNA",,
2A2h,APM_05,0,cyclicX,0,3,4,APM_Coolantflowrequest,APM coolant flow required rate,3,0,,i,u,,,r,,,s,,,0..7,,,,
2A2h,APM_05,0,cyclicX,0,3,6,APM_InputPower,APM input power,10,0,,m,u,,,r,,,s,,,0..1023,3  W,1023: SNA,,
2A2h,APM_05,0,cyclicX,0,5,0,APM_TotalOperTime,APM total operating time in hours,16,0,,m,u,,,r,,,s,,,0..65535,Hours,65535: SNA,,
2A2h,APM_05,0,cyclicX,0,7,0,APM_CurrentOperTime,APM current cycle time,16,0,,m,u,,,r,,,s,,,0..65535,sec,65535: SNA,,
355h,APM_02,0,cyclicX,0,1,5,APM_HvOverVStatus,over voltage at HV,1,0,,i,u,,,r,,,s,,,0..0,,,,
355h,APM_02,0,cyclicX,0,1,6,APM_CurrentLimitMode,Derating becasuse of too high current at HV,1,0,,i,u,,,r,,,s,,,0..0,,,,
355h,APM_02,0,cyclicX,0,1,7,APM_PowerLimitMode,Low voltage at HV side,1,0,,i,u,,,r,,,s,,,0..0,,,,
355h,APM_02,0,cyclicX,0,2,6,APM_LvHighVStatus,High voltage at LV side,1,0,,i,u,,,r,,,s,,,0..0,,,,
355h,APM_02,0,cyclicX,0,2,7,APM_LvLowVStatus,Low voltage at LV side,1,0,,i,u,,,r,,,s,,,0..0,,,,
355h,APM_02,0,cyclicX,0,5,0,APM_TempTwo,Printed Circuit Board Temperature,8,0,,i,u,,,r,,,s,,,-40..213,°C,"254: Failure, 255: SNA",,
355h,APM_02,0,cyclicX,0,5,0,APM_TempTwo,Printed Circuit Board Temperature,8,0,,i,u,,,r,,,s,,,-40..213,°C,"254: Failure, 255: SNA",,
355h,APM_02,0,cyclicX,0,6,0,APM_TempOne,Direct Bonded Copper temperature,8,0,,i,u,,,r,,,s,,,-40..213,°C,"254: Failure, 255: SNA",,
355h,APM_02,0,cyclicX,0,6,0,APM_TempOne,Direct Bonded Copper temperature,8,0,,i,u,,,r,,,s,,,-40..213,°C,"254: Failure, 255: SNA",,
355h,APM_02,0,cyclicX,0,7,0,APM_TempColdPlate,Cold Plate Temperature,8,0,,i,u,,,r,,,s,,,-40..213,°C,"254: Failure, 255: SNA",,
355h,APM_02,0,cyclicX,0,7,0,APM_TempColdPlate,Cold Plate Temperature,8,0,,i,u,,,r,,,s,,,-40..213,°C,"254: Failure, 255: SNA",,
355h,APM_02,0,cyclicX,0,8,0,APM_UtilPctOfDCDC,Utilization of DCDC output power capability,7,0,,i,u,,,r,,,s,,,0..127,%,127: SNA,,
355h,APM_02,0,cyclicX,0,8,7,APM_LvHighIStatus,High current at LV side,1,0,,i,u,,,r,,,s,,,0..0,,,,
357h,APM_04,0,cyclicX,0,2,0,APM_EstPwrLoss,Estimated Power Loss,8,0,,i,u,,,r,,,s,,,0..255,2  W,255: SNA,,
357h,APM_04,0,cyclicX,0,3,6,APM_IdcHvSetPFdbk,Feedback of set point high voltage current,10,0.0,,m,u,,,r,,,s,,,0..1023,0.2  Amp,1023: SNA,,
357h,APM_04,0,cyclicX,0,5,1,APM_Internal_Mode,APM internal mode status,3,0,,i,u,,,r,,,s,,,0..7,,"0: Not_in_Buck, 1: Current_control, 2: voltage_control, 3: Default_current_set_point, 4: Default_voltage_set_point, 7: SNA",,
357h,APM_04,0,cyclicX,0,5,1,APM_Internal_Mode,APM internal mode status,3,0,,i,u,,,r,,,s,,,0..7,,"0: Not_in_Buck, 1: Current_control, 2: voltage_control, 3: Default_current_set_point, 4: Default_voltage_set_point, 7: SNA",,
357h,APM_04,0,cyclicX,0,5,1,APM_Internal_Mode,APM internal mode status,3,0,,i,u,,,r,,,s,,,0..7,,"0: Not_in_Buck, 1: Current_control, 2: voltage_control, 3: Default_current_set_point, 4: Default_voltage_set_point, 7: SNA",,
357h,APM_04,0,cyclicX,0,5,1,APM_Internal_Mode,APM internal mode status,3,0,,i,u,,,r,,,s,,,0..7,,"0: Not_in_Buck, 1: Current_control, 2: voltage_control, 3: Default_current_set_point, 4: Default_voltage_set_point, 7: SNA",,
357h,APM_04,0,cyclicX,0,5,1,APM_Internal_Mode,APM internal mode status,3,0,,i,u,,,r,,,s,,,0..7,,"0: Not_in_Buck, 1: Current_control, 2: voltage_control, 3: Default_current_set_point, 4: Default_voltage_set_point, 7: SNA",,
357h,APM_04,0,cyclicX,0,5,1,APM_Internal_Mode,APM internal mode status,3,0,,i,u,,,r,,,s,,,0..7,,"0: Not_in_Buck, 1: Current_control, 2: voltage_control, 3: Default_current_set_point, 4: Default_voltage_set_point, 7: SNA",,
357h,APM_04,0,cyclicX,0,5,4,APM_FailureModeStatus,APM Failure mode status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Failure, 1: Failure_mode, 2: Retry, 3: SNA",,
357h,APM_04,0,cyclicX,0,5,4,APM_FailureModeStatus,APM Failure mode status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Failure, 1: Failure_mode, 2: Retry, 3: SNA",,
357h,APM_04,0,cyclicX,0,5,4,APM_FailureModeStatus,APM Failure mode status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Failure, 1: Failure_mode, 2: Retry, 3: SNA",,
357h,APM_04,0,cyclicX,0,5,4,APM_FailureModeStatus,APM Failure mode status,2,0,,i,u,,,r,,,s,,,0..3,,"0: No_Failure, 1: Failure_mode, 2: Retry, 3: SNA",,
357h,APM_04,0,cyclicX,0,5,7,APM_LvIsetPFdbk,APM LV  Current set point feedback,9,0,,m,u,,,r,,,s,,,0..511,Amp,511: SNA,,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
357h,APM_04,0,cyclicX,0,7,1,APM_FailureReason,FailureReason,6,0,,i,u,,,r,,,s,,,0..63,,"0: No_Failure, 1: Fail_high_voltage_at_HV, 2: Fail_low_voltage_at_HV, 3: Fail_high_voltage_at_LV, 4: Fail_low_voltage_at_LV, 5: Fail_high_PCB_temperature, 6: Fail_high_DBC_temperature, 7: Fail_high_cur_at_LV, 8: Fail_high_curr_at_HV, 9: Fail_short_circ_at_LV, 10: Fail_short_circ_at_HV, 11: Fail_open_circ_at_LV, 12: Fail_open_circ_at_HV, 13: Fail_init_failure, 14: Fail_wake_up_issue, 15: Fail_internal_hardware, 16: Fail_bat_feed_low, 17: Fail_bat_feed_high_, 18: Fail_Aux_OV, 19: Fail_Aux_UV, 20: Fail_HVIL_fault, 21: Fail_LOC_with_HCP, 22: Fail_LOC_with_BPCM, 23: Fail_cont_not_closed, 24: Fail_SBC_fault, 25: Memory_Fail, 26: Implausible_data_from_HCP, 27: Implausible_data_from_BPCM, 28: CAN_bus_off, 29: Fail_temp_diff_is_high, 30: Fail_high_voltage_diff_is_high, 31: Fail_for_other_reason, 32: LOC_ORC, 33: Implausible_data_ORC, 63: SNA",,
